,3.008152272654252557e-01,4.395201841580007596e-01,4.498249135412671351e-01,5.335747342053570423e-03,6.001547380112096652e-01,8.931563939963735876e-01,7.129654327446818263e-01,6.055592698447194167e-01,6.732234883189710528e-01,8.466130477596015003e-02,1.456857252498394706e-01,4.273096190846984999e-01,8.890377688106344545e-01,2.820880255877467602e-01,8.151317010830326781e-01,2.278751206308891886e-01,5.523414409351630472e-02,3.494632190698513940e-01,7.429202221091009140e-01,4.424194682385733102e-01,聚类类别
0,0.37978501078072574,0.9025275037169338,0.9103423983804328,0.9494238875753906,0.2779474806761242,0.6411768488142812,0.18100732401028527,0.38507078533029127,0.6204932514354586,0.541632762105045,0.004610909404762493,0.8599396172329175,0.507586888968592,0.09495829287670833,0.9227459038328896,0.8641144762324137,0.425354599381862,0.5423848793724364,0.3769815872858864,0.4935967546750671,2
1,0.9681835347086606,0.3743595808365668,0.4786463870724783,0.2392079804016023,0.5304457480460169,0.14418109028272957,0.2422566502265147,0.2447624688600916,0.693323258398539,0.5884225241804321,0.1588283305650009,0.2317956940451475,0.35810905521221287,0.5360158609152051,0.5510035087860756,0.672686576092449,0.18383076203044868,0.5162083318148474,0.7356931337470141,0.30942389792318814,0
2,0.228950263717282,0.17833105999953772,0.8790432615962557,0.7845007953665111,0.18871222764076928,0.8976850512700024,0.04634833849853306,0.2133650304241069,0.016782146735514956,0.5239893451366401,0.051811887021623204,0.8303215450249626,0.4988582251878869,0.35665986367527275,0.5270953019779583,0.7962156708174492,0.20494519677177395,0.5023641128241517,0.6194983088955137,0.02532574359230869,2
3,0.4082101050079632,0.0,0.7967224009311306,0.06118342005890304,0.1438069741677083,0.6774601674879329,0.4375700963625831,0.37257568428326304,0.6710649171716648,0.5603856395581357,0.8379626706596623,0.5511046947537686,0.6655611139626991,0.19710634168326924,0.8974915663299073,0.6185907821315006,0.42866107298482714,0.39469748466807175,0.5807350734200287,0.21541530921913882,1
4,0.9537325360171646,0.5576495327493497,0.38461763062569354,0.3751146034508018,0.5224619413895335,0.6286792798763826,0.2892632115269099,0.4142367136467818,0.505480218202346,0.9225732783773186,0.3856468906887637,0.01937142554034337,0.01746456249086223,0.9285786587706064,0.32407989591209824,0.812642823084946,0.23883061844828074,0.08554033142068491,0.18073769708338927,0.13892914559228847,0
5,0.8381522091647533,0.24684511002192785,0.8818177876210451,0.946372061104836,0.7402955509637542,0.8178057866010173,0.19822862534454117,0.268974204869643,0.15947094529142666,0.4522144143558214,0.26783717134173124,0.0003548837268768704,0.2822330462926617,0.4089218190828941,0.763348611068791,0.5255145984158841,0.527006512720235,0.10024336666270464,0.4169808767644197,0.06706169615014163,0
6,0.8720890964646189,0.15792995517445466,0.5902979833145044,0.6907096884100768,0.9405575974970563,0.8118353941297018,0.6996847957041441,0.9341024063755592,0.19145662562079613,0.3504305555032931,0.22402887741597863,0.05238549575427771,0.6825955338035634,0.6416995679575831,0.10838297712857224,0.2646874807288483,0.4779925313450136,0.4779249731702138,0.2201376356208765,0.4024905980882482,0
7,0.7747722211650395,0.5795480920371489,0.5777077499407448,0.2921396020068445,0.4155004838402586,0.1204805385272374,0.5172350204737417,0.3286105333497898,0.924861963449077,0.4316603931314412,0.9397373609534312,0.9355243957190964,0.3436857271839918,0.3458937395169546,0.531320776999382,0.8719385099694367,0.9246346097765392,0.8572686399531891,0.38023707404747764,0.589490150489611,1
8,0.6419686652889294,0.6685807164397193,0.5195714504604326,0.7904170837070461,0.26515618204084257,0.1431856815077409,0.6549561571424626,0.3976019868794768,0.7919343813639217,0.39262228306865615,0.3323800103472684,0.7326628534619711,0.2641846175057691,0.1302352066320997,0.12456026912377385,0.8504510893737917,0.2894144991986297,0.014646950680997915,0.01666977990553619,0.19396829585619496,3
