0,1,2,3,4,5,6,7,8,9
0.06777218949746242,0.09138526985175277,0.10639376425913119,0.11945853544555249,0.13155574920576502,0.14299035291186926,0.15393984038380382,0.1645115742312549,0.17477728836662842,0.1847780283203591
0.03822872157756971,0.0554188601844647,0.06923766877708223,0.08199814911118514,0.09406938792202532,0.10566091101070711,0.11684935547442457,0.1277119082790427,0.13828100826578105,0.1485865573675912
0.027767330173034982,0.04322301870968114,0.05667715839962056,0.06923682048611149,0.08123872076588717,0.09278179260138449,0.10396069699780006,0.11482020450543279,0.12540545334347727,0.13575469373919638
0.023062059718604776,0.03791743143357643,0.051243328695912055,0.06381363961796488,0.07584362798837671,0.08744347375139762,0.09868953945650066,0.10962930086877873,0.12031196637226939,0.13075882429873265
0.020524624779865382,0.035189738778563316,0.048487317287946356,0.06102985506932752,0.07303793420460733,0.08462372301055533,0.09586014658447178,0.10679748548108578,0.11746703519816949,0.12789034853476222
0.018949319527144976,0.03331967067035463,0.04648380366618488,0.05896009414743611,0.07092152117255658,0.08248097874042719,0.09369483610223797,0.1046223351595063,0.1152911921134617,0.12572453153385182
0.01805576225443022,0.03218070452323188,0.045203293398603794,0.05758855014908804,0.06949867297673648,0.08101483908134478,0.09220818428772908,0.10311585906957166,0.11376993813508934,0.12419721005659212
0.017409620136178857,0.03150941556028438,0.04454008197256722,0.056910596786793194,0.06879755598259057,0.08029154403769422,0.09146342173041148,0.10234927284723529,0.11297724428250641,0.12337676569524358
0.016959603085454418,0.03095930308991987,0.04397417529920093,0.05636195519901584,0.06827374448139932,0.07978716185200505,0.09095911592351436,0.1018364718106075,0.1124573138331555,0.12284929731045814
0.01666703332852173,0.030630187488421626,0.043662134252652245,0.056056336256191976,0.06798580745446237,0.07951940040027544,0.09072047177697214,0.10164074629532997,0.1123097255625262,0.12275154048945953
0.01653651939198624,0.03049321482827413,0.0434616975679577,0.05581383296403629,0.06771550886012284,0.07924282030698371,0.09044440223405134,0.101357150232665,0.11201372362716999,0.12243927920885597
