6.915755605210531509e-02,6.776399679361885253e-01,4.808437276158788465e-01,1.445634639418471035e-01,9.486679227953692672e-02,6.418777260574498600e-01,1.586508087980909865e-01,6.556434208838449185e-02,6.527223689489999869e-02,7.922771892622376688e-01
3.631373970497453474e-01,4.374976635928133351e-01,8.254596586842262163e-01,7.452259563918157692e-01,8.433737913624101967e-01,9.658631933505432698e-01,5.400969857861812606e-01,9.961906289369623635e-02,4.642308159474182183e-01,7.521327521321591325e-01
7.247951242598524857e-01,3.675168581206023632e-01,4.391174627000631880e-01,1.841802994136221006e-01,3.620695407442070524e-01,4.453793236383855603e-01,6.780832207892029118e-01,7.248284899406156612e-01,3.155634903722901452e-01,7.305216585785725414e-01
8.144374414936057793e-02,4.416201055484546001e-01,7.338284160064194594e-01,1.499339865466523536e-01,3.630519252507658501e-01,8.042369239978102158e-01,4.654323367707228765e-01,8.551438037859048213e-01,5.614303058472465136e-01,6.399286279685932888e-01
7.257986546060983812e-01,7.017044697747940596e-01,6.521652910033362005e-01,3.133351561449708722e-01,6.571067707785045731e-02,7.741945852401559414e-01,3.303622890429718656e-02,2.335916618968680303e-01,1.224289534349308345e-01,2.432124760534448982e-01
5.508817404636218162e-01,4.129480608346666193e-01,3.786767085391355980e-01,2.940704945798066072e-01,8.501287856485711947e-01,1.929600093605757238e-02,5.554000163126283640e-01,5.037322962306906016e-01,2.851090729200047025e-01,3.342973897377241044e-01
8.941659496891759540e-01,1.195865072724097838e-01,5.492354376231417534e-01,4.657634424330308054e-01,1.578115378406729774e-01,9.715858173738601833e-01,9.528525993732070987e-01,3.659818029066242429e-01,3.610717046804107211e-01,5.432318000815378189e-01
7.726052970968076972e-01,8.521909834767358305e-01,7.086587671723005855e-01,5.859539742321815403e-01,5.597992924623603761e-01,5.135410293060517217e-01,2.711285195585941832e-01,8.753708820692502890e-01,2.029578376719892718e-01,0.000000000000000000e+00
8.942212204967889821e-01,8.750547584969128323e-01,4.783016276678215273e-01,7.574528835125587944e-01,8.162294345955348751e-01,6.593121484398383192e-01,8.150049206654671474e-01,4.633260672847820949e-01,9.075171846137481957e-01,8.785722094824962580e-01
3.762168403809230122e-01,2.417625889087306468e-01,8.950632445452981478e-02,6.996444929627527731e-01,7.447681430378324530e-01,9.601306669398232962e-01,4.436737136677852411e-01,9.771295743331101513e-02,1.879789939960951062e-01,1.783168082014820466e-01
7.416458101719157758e-01,2.906755773508825635e-01,1.159682951957567848e-01,3.545370714938357315e-01,9.322202396768675126e-01,5.211450345772300485e-01,6.029533294431528578e-02,5.746275805401321879e-01,5.565248208131581276e-01,1.913209989762605090e-01
3.387280981744979491e-01,2.998522977994484418e-01,8.017865185546638740e-01,2.464080479463124085e-01,7.121101611345957982e-01,8.772930866625247015e-01,3.033348330599538456e-01,9.104500164255454608e-01,9.027147193236486622e-01,1.104313969676477825e-01
6.175226022920334013e-02,8.587024261648874557e-01,4.815653878868914051e-01,1.872139935554165691e-01,3.114926002885594070e-01,9.071714360293322565e-01,7.628749471722922060e-01,6.186117641305378667e-01,5.927478361812582586e-01,1.791373614815468251e-01
6.566561174938965184e-01,2.741358409581591271e-01,4.421832991781557975e-01,8.803007211173247137e-01,8.292701037559466748e-01,4.951527171503129487e-01,6.242814347841671996e-01,9.676331443249801545e-01,9.463599225540813009e-01,8.158090211057928975e-01
3.650120514706834407e-01,4.348466447480279773e-01,6.193291512102450103e-01,9.119381574898784149e-02,3.825092510913774557e-01,7.556028791598199401e-01,6.893401587143148657e-01,7.072879981287909512e-01,2.489710749982431207e-02,6.821217477947692787e-02
7.122269701595426161e-01,4.028138537109194894e-01,5.621112433793602481e-01,7.910538047852468460e-03,6.910973859904666616e-01,1.940729819733210126e-01,3.203312462163748070e-02,3.241685560929646326e-01,1.294119837808257178e-01,9.706587164159866665e-01
6.469930352201231916e-01,7.149510653822059858e-01,9.347564568396011797e-01,5.986082036484287050e-01,5.224754652362862961e-01,5.755393264049424307e-01,5.746565644646466353e-01,7.871797783550418259e-01,4.902686643949192291e-01,7.787448595921248051e-01
5.153860854953361548e-01,5.853050809499182883e-01,5.415196607336967283e-01,3.014718336482154482e-01,5.410647833959340014e-01,3.640134646897235648e-01,9.051902253253986119e-01,7.933278722423862117e-01,5.212836547865095094e-01,3.460061341953086789e-01
6.887794689274748805e-01,4.970471640450426221e-01,3.064895675824907406e-01,5.488072158507109055e-01,5.545277374011301497e-01,4.423084838059923585e-02,4.904947891467728027e-01,5.284938651041810598e-01,1.035003863104071303e-01,4.707706311850359260e-01
4.011603619279283106e-01,5.311706989364890497e-01,1.562864358007993726e-01,5.788174880709168191e-01,6.452084136323229524e-01,3.521075831222652552e-01,1.492187095458412660e-01,3.741034694810594363e-01,8.480402472153636406e-01,9.086345363373352635e-01
7.140454177818028603e-01,5.452413593076445020e-01,8.854746298020537143e-01,7.857882163719713819e-01,0.000000000000000000e+00,2.184309258732931580e-01,5.343014197286408695e-01,2.242070408412433213e-01,2.770102996207811086e-01,1.381633860758307020e-01
4.202500066174678639e-01,5.651151377261957043e-01,4.875372259589376145e-01,5.579129414721020197e-01,1.740814343980104373e-02,8.103904101221039991e-01,2.062010027935243517e-01,8.726313567238461189e-02,4.976581567168490983e-01,6.382572828489885275e-01
0.000000000000000000e+00,5.460344945865286403e-01,1.595357805200258716e-01,9.350901186407802879e-01,2.072227000176722622e-01,7.945808875713001197e-04,9.695158564258348211e-01,7.404088861805452337e-01,9.200798310958653303e-01,8.030602831011015574e-01
5.653452072906259840e-01,3.672194560771986360e-01,4.413150904315712442e-01,1.804298341650760473e-01,1.532957101321125726e-01,4.837799529736588888e-01,9.438902919335852015e-01,0.000000000000000000e+00,5.609044160468619200e-01,9.481855359204909295e-01
0.000000000000000000e+00,2.473565548332993802e-01,3.990671505174665512e-01,5.620371083925104205e-01,9.144792584637377875e-01,1.599519984924623051e-01,2.841645807374917898e-01,4.743570962010622005e-01,7.970444463858153972e-01,4.665700339708053757e-01
2.586131597606470822e-01,3.289051779354223992e-01,1.111637109890565994e-01,9.993988327611734446e-02,8.152348498427979262e-01,2.864937117961683377e-01,5.066066245480339569e-01,3.314298422882439032e-01,6.356985764869016453e-01,1.420130374624511416e-01
7.779487427054181392e-01,5.260985643930179423e-01,5.220475815301779399e-01,5.201758945708037096e-01,6.150901142424368695e-01,3.828050434888518594e-01,1.888826059819102288e-01,1.060750444569850542e-01,4.419700205622796307e-01,3.126584426096036817e-01
5.112852302310566532e-01,3.546067588998836895e-01,6.663669991880822874e-01,6.367400067314936685e-01,4.490292373962168626e-01,3.568816578163980235e-01,4.797187012445331411e-01,1.234004033816771956e-01,6.225636174939163103e-01,4.474541716463982244e-01
9.840324075217818638e-04,7.029568684629645681e-01,4.757870651727461042e-01,3.082013476961595888e-01,5.703967870116389838e-01,6.719614149633331701e-01,2.017779351315134306e-01,0.000000000000000000e+00,4.288812210831675076e-01,8.932059594186303464e-01
8.332507591990319096e-01,6.049841263890602949e-01,6.312190065472695899e-01,1.372399261592732178e-01,9.601799721256770725e-01,7.353570316822036212e-02,4.986441570971346660e-01,7.639279663444101809e-01,5.167610210191759396e-02,3.529184265803888415e-02
4.137745337886122865e-02,5.455608627779047204e-01,6.213951128250491118e-01,8.621135551559158117e-01,9.679035443757535440e-01,7.024549874977674691e-01,5.820990060831305879e-01,7.563518803305401272e-01,2.287413242106530187e-01,1.667132699493976133e-01
6.480501500322284336e-01,9.431523816424710605e-01,5.274706428857178775e-01,9.459958338430105584e-01,7.205402727338154900e-01,8.745154414274031174e-01,3.482816484876875840e-02,8.827665435180245268e-01,1.738795094396883290e-01,9.721037960306939674e-01
1.321437953869157855e-01,6.550772258812159743e-01,2.354843637653461497e-01,0.000000000000000000e+00,1.244576693181757010e-01,5.997778971968112938e-01,6.383888011136923391e-01,6.032835921495367515e-01,2.712521036597583257e-01,5.383765077501819762e-01
4.453136760970690111e-01,4.834129521203712199e-01,5.065246005085431019e-02,8.618484055298332169e-01,5.362827549958473217e-01,2.650552241874953863e-01,2.473222473515769848e-01,2.914245245681900687e-01,1.662278183209982552e-01,8.766034335254080379e-01
2.916808766688543386e-01,5.703418926895897911e-01,3.817474479189929548e-01,0.000000000000000000e+00,8.375449674211445927e-01,4.675953295657878789e-02,3.116179650090195596e-01,3.973436868195961424e-01,5.640932623556544900e-01,5.682311027199201670e-01
7.253217306617542048e-01,7.066684988014736435e-01,8.291847969814235553e-01,9.140363707207816990e-01,7.740532284146057762e-01,2.613079151055857641e-01,8.904828202957587591e-02,1.822015451039142586e-01,9.296533720367299303e-01,9.626704507173226011e-01
6.300051415626632956e-01,6.666932609228537476e-01,2.495011556914403239e-01,5.367194675523239145e-01,4.944198350488611671e-01,8.021242720335719500e-01,7.217536811650998585e-01,6.840948473685556364e-01,6.661273449859924645e-01,7.909598078960008438e-01
6.199845815113063513e-02,3.641090504389417060e-01,8.786434473413209378e-01,2.567053050469338960e-01,0.000000000000000000e+00,2.208371797986951324e-01,6.833798210032129283e-01,8.608199971858039312e-01,4.751501060628691708e-01,7.538001346502792854e-01
