4.300377279938845110e-01,7.998820531819534896e-01,5.788136230525311454e-01,2.831805865313537507e-01,5.546082542295650841e-02,7.946537186323938962e-02,2.773470336532403782e-02,6.010255880945560847e-01,8.961939029681232904e-01,1.776392661356223091e-01,1.448519843551420438e-01,7.915421628584377867e-02,2.687493887318452845e-01,5.933745472352364159e-01,5.373249823665592340e-01,8.156494844431402269e-01,9.037726345525204374e-01,3.097783367706470892e-01,8.914104890794178893e-01,1.962929020543711378e-01
2.553382058847278313e-01,6.097691962982845215e-01,9.375931660303358228e-01,4.156202910419157931e-02,2.730566100873288438e-01,8.813317642526685702e-01,6.036988864074013250e-01,7.899291767545447984e-02,8.486017659666680313e-01,5.470870866424993872e-01,4.581425525004578780e-01,7.506267635664091165e-01,2.860915574573718589e-01,8.069280485443606210e-01,1.225226033841111811e-01,8.419221638043172806e-01,3.452884065228113419e-01,5.361930327649999661e-01,2.376740285195645397e-01,3.464349223083275642e-01
5.775082256724379803e-01,7.014635203659711493e-01,1.000907054593871796e-02,3.364949918226414760e-01,6.868306456408331817e-01,7.807704867021977302e-01,2.996072548273448488e-01,2.676967059841185992e-01,6.590663836863311920e-01,4.734140738855563968e-01,5.673747667336034306e-01,1.427478245014931479e-01,8.707694497632536557e-01,4.008698510816313676e-01,8.732975698403051545e-01,2.474815075667061506e-02,4.937016963222057853e-01,4.370718017589444448e-01,2.159661682620594159e-01,5.893059410077075566e-03
7.224463111283299099e-01,1.599770435492881282e-01,6.051673361409413143e-01,2.885738040815207239e-01,8.731760498950978944e-01,3.763705032217785629e-01,2.456917869572879110e-01,6.081231694220701200e-01,8.714468154205210482e-01,4.813087043531989462e-01,6.336979491294567612e-01,6.822851809551437885e-01,2.876082875952703510e-01,9.148027966376602593e-02,9.230225601803885294e-01,1.987384751965118046e-01,1.747464491313139301e-01,7.742652305999088158e-01,8.991116286588214379e-01,4.063662007742859794e-01
8.702117602424452869e-01,5.991684838039224026e-01,8.185624118111268777e-01,7.582153259653258426e-02,3.478296561131030695e-01,1.304652449048613605e-01,7.143694185482298842e-01,2.862906301196716519e-01,1.410856330821101678e-01,2.401235269984223208e-01,5.399613988495287620e-01,2.156746330553640789e-01,4.547721785180205978e-01,1.435938024614439312e-01,5.730369857688831781e-01,6.671294724360865569e-01,2.325720864370559859e-01,8.846997963657678987e-01,3.843059847187994538e-01,6.317877819607782275e-01
3.318793867322764601e-01,5.957676865372034669e-01,7.512102984696985564e-01,3.065595518479513615e-01,8.147791321339595827e-01,1.839704386737630037e-01,8.918486559735235852e-01,9.025449536749642343e-01,1.129703735744621712e-01,3.152282891122393793e-01,5.688157207059910681e-01,3.523190019191023148e-01,1.189611605759165330e-01,8.241794958309534014e-01,7.244635248388860971e-01,7.266491423977747832e-01,3.022674574991228158e-01,5.132908565449966209e-01,1.295921122724594254e-01,4.485198527500586785e-01
4.053116013667472650e-01,9.939818934689157448e-01,6.836437064378982909e-01,5.933765880502867018e-01,6.643256778964210518e-01,7.272014344930981533e-01,3.021463662785436877e-01,2.180879479980940838e-01,3.160163717544223760e-01,6.030659617769841274e-01,3.464822713128809517e-01,4.380869058613395262e-01,8.182518768005619947e-01,7.197194872285506140e-01,2.805807973852084691e-01,2.837088244905114909e-01,9.236092871637604507e-01,1.484096826327709895e-01,2.410391927961112735e-02,6.933481925700086812e-01
2.767957478629505808e-01,3.168196441966328325e-02,7.035886274403868601e-01,2.011576926798419318e-01,8.123603823643975597e-01,7.492799749405134602e-01,5.572335699912689400e-01,9.545433242471336455e-02,6.723278421994098863e-01,5.249836711966260339e-01,5.458730948608964129e-01,9.623988938737814136e-01,8.523242878318547655e-01,8.807212138064274276e-01,8.258384009434817097e-01,9.096205348700506232e-02,7.923585632456141281e-02,3.153887537271234109e-02,4.064400909314464516e-01,4.746720009913533711e-01
7.009370497904310326e-01,3.267754044200494312e-01,5.406507188725394597e-01,1.408662133430718666e-01,7.160406847808481468e-01,2.710643500905876024e-01,9.591366897561010019e-02,8.311836792892880466e-01,7.052037110869301406e-01,7.503319146748161916e-01,3.695553202374637358e-01,4.082680355353516255e-01,6.380538581232236828e-02,4.606284024548162881e-01,2.888642106034924883e-01,2.515748549378594157e-01,7.812785855746072761e-01,6.156065392329087560e-01,4.903915883510541751e-01,6.591115910412841394e-01
2.566380760026478747e-01,8.844487577715747229e-01,4.056877117527327714e-01,3.533991778046625121e-01,3.471091350696489108e-01,5.470251078708657788e-01,8.700425068276690377e-01,6.784057118307267320e-01,9.744154838784220563e-03,9.522795534093186909e-01,7.875607365832213436e-01,9.780189154420380060e-01,6.581253306206952258e-01,3.790288405024023338e-02,6.679929172714944574e-01,6.123752421816786029e-01,3.012943551626439190e-02,8.546112232851145185e-01,4.136794051332242095e-01,8.776163672083946432e-01
